#,建築物名稱,建築物概要,認可版本,認可等級,rank,有效期間,valid,認可類別,設計人,行政區,ditrict,地號,建築物使用類別,longtitude,latitude
651,臺北市立圖書館石牌分館,地下2層，地上11層鋼骨鋼筋混凝土構造辦公廳類建築,2001年更新版,免評估,0,2022年2月15日,0,標示,曾億沅建築師事務所,臺北市,北投區,北投區振興段一小段359-0地號,辦公廳類建築,121.522636,25.113167
652,財政部財政人員訓練所及其周邊國有土地合作開發案(學員宿舍),地下1層，地上11層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2022年2月2日,0,標示,潘冀聯合建築師事務所,臺北市,文山區,文山區萬慶段一小段205-0地號等10筆,住宿類建築,121.539303,24.996586
654,大湖公園環境改造工程,地上2層鋼骨及鋼筋混凝土構造大型空間及其他類建築,2009年版,合格級,1,2022年1月19日,0,標示,林松生建築師事務所,臺北市,內湖區,內湖區東湖段六小段489-0地號等15筆,大型空間類建築,121.606678,25.081264
656,松山機場第三停車場立體化工程,地上3層鋼筋混凝土構造其他類建築,2005年更新版,合格級,1,2022年1月5日,0,標示,張威廉建築師事務所,臺北市,松山區,松山區濱江段四小段194-11地號等12筆,其他類建築,121.551014,25.06324
657,南港加壓站配水池新建工程,地下1層，地上3層鋼筋混凝土構造大型空間類建築,2012年版EEWH-BC,合格級,1,2022年1月3日,0,標示,吳坤霖建築師事務所,臺北市,南港區,南港區中南段二小段3-0地號等6筆,大型空間類建築,121.615998,25.048867
658,台北市立第一女子高級中學資源大樓學珠樓新建工程,地下2層，地上6層鋼筋混凝土構造大型空間類建築,2007年更新版,合格級,1,2021年12月28日,0,標示,大宇建築師事務所,臺北市,中正區,中正區公園段三小段310-0地號,大型空間類建築,121.513968,25.038192
659,欣偉傑建設公訓段案新建工程,地下4層，地上17層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2021年12月28日,0,標示,江培珩建築師事務所,臺北市,文山區,文山區公訓段三小段360-0地號等3筆,住宿類建築,121.559038,24.99163
660,衛生福利部衛生福利大樓新建工程,地下2層，地上12層鋼骨及鋼筋混凝土構造辦公廳類建築,2007年更新版,鑽石級,5,2021年12月14日,0,標示,九典聯合建築師事務所,臺北市,南港區,南港區新光段一小段119-1地號等20筆,辦公廳類建築,121.594544,25.048818
661,國立臺灣師範大學圖書館校區文化生活館新建工程,地下1層，地上4層鋼筋混凝土構造百貨商場類建築,2009年版,銀級,3,2021年12月6日,0,標示,陳聖中建築師事務所,臺北市,大安區,大安區金華段二小段674-0地號等2筆,百貨商場類建築,121.529252,25.027353
662,臺北國際花卉博覽會-新生公園區夢想館、未來館與生活館展館,地下1層，地上2層鋼骨造、鋼筋混凝土構造大型空間類建築,2007年更新版,鑽石級,5,2021年11月27日,0,標示,鄞埼錩建築師事務所,臺北市,中山區,中山區德惠段一小段72-0地號等9筆,大型空間類建築,121.532619,25.070857
663,國立陽明大學研究生暨國際學生宿舍新建工程,地下1層，地上7層鋼筋混凝土構造住宿類建築,2009年版,銅級,2,2021年11月24日,0,標示,大林聯合建築師事務所,臺北市,北投區,北投區崇仰段三小段353-2地號等77筆,住宿類建築,121.515074,25.119933
664,臺北市建國高級中學教學綜合大樓新建工程,地下3層，地上7層鋼骨鋼筋混凝土構造學校及大型空間類建築,2007年更新版,銅級,2,2021年11月24日,0,標示,王慶樽建築師事務所,臺北市,中正區,中正區南海段五小段383-0地號等2筆,學校類建築,121.514006,25.030001
665,臺北市政府消防局松江分隊新建工程,地下3層，地上12層鋼筋混凝土構造辦公廳及住宿類建築,2009年版,合格級,1,2021年11月22日,0,標示,廖晏瑋建築師事務所,臺北市,中山區,中山區長安段四小段138-0地號,辦公廳類建築,121.534221,25.047753
666,遠雄建設遠雄山綺社區案新建工程,地下4層，地上9層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2021年11月21日,0,標示,黃永沃建築師事務所,臺北市,北投區,北投區三合段32-0地號,住宿類建築,121.505725,25.12803
668,臺北市南港區胡適國民小學誠正樓重建暨活動中心新建工程,地下1層，地上5層鋼筋混凝土造、鋼骨造學校、大型空間及其他類建築,2007年更新版,銀級,3,2021年11月3日,0,標示,綠野國際建築師事務所,臺北市,南港區,南港區中南段三小段63-0地號等3筆,學校類建築,121.617836,25.042613
669,中山富御,地下6層，地上16層鋼骨鋼筋混凝土構造辦公廳及住宿類建築,2012年版EEWH-RS,銀級,3,2021年10月30日,0,標示,張維哲建築師事務所,臺北市,中山區,中山區中山段一小段692-0地號,住宿類建築,121.522985,25.063163
670,第一商業銀行財經辦公大樓,地上13層鋼筋混凝土構造辦公廳類建築,2015年版EEWH-RN,鑽石級,5,2021年10月20日,0,標示,冠呈能源環控有限公司,臺北市,中山區,中山區正義段二小段446-0地號等2筆,辦公廳類建築,121.525142,25.048738
671,華碩電腦企業總部大樓減碳效益評估,地下4層，地上16層鋼筋混凝土構造、鋼構造辦公廳類及大型空間類建築,2015年版EEWH-RN,鑽石級,5,2021年10月2日,0,標示,潘冀聯合建築師事務所,臺北市,北投區,北投區豐年段四小段454-0地號等10筆,大型空間類建築,121.470353,25.12494
672,興富發建設士林區光華段590等1筆地號住商大樓新建工程,地下4層，地上21層鋼筋混凝土構造辦公廳類及住宿類建築,2009年版,銀級,3,2021年9月19日,0,標示,梁正芳建築師事務所,臺北市,士林區,士林區光華段四小段590-0地號,住宿類建築,121.524749,25.087235
673,新生北路加油站改善工程,地下1層，地上2層鋼筋混凝土構造辦公廳類建築,2015年版EEWH-BC,合格級,1,2021年9月4日,0,標示,鄞埼錩建築師事務所,臺北市,中山區,中山區吉林段四小段324-0地號等2筆,辦公廳類建築,121.528007,25.056454
674,臺億建築經理金泰段商業大樓新建工程,地下4層，地上10層鋼骨構造辦公廳及大型空間類建築,2012年版EEWH-BC,銀級,3,2021年8月17日,0,標示,蕭家福聯合建築師事務所,臺北市,中山區,中山區金泰段32-2地號,辦公廳類建築,121.560878,25.080427
675,濱江街加油站改善工程,地上2層鋼筋混凝土構造大型空間類建築,2015年版EEWH-BC,合格級,1,2021年8月15日,0,標示,鄞埼錩建築師事務所,臺北市,松山區,松山區濱江段四小段589-0地號等2筆,大型空間類建築,121.552192,25.07264
676,國家林木種原庫新建工程,地下1層，地上3層鋼筋混凝土構造辦公廳類建築,2009年版,銅級,2,2021年8月10日,0,標示,景涵建築師事務所,臺北市,中正區,中正區南海段五小段61-0地號等3筆,辦公廳類建築,121.51339,25.03317
677,臺北市大同區蓬萊國小校舍整體擴建工程暨停車管理處地下停車場新建工程,地下2層，地上5層鋼筋混凝土構造及鋼骨鋼筋混凝土構造學校、大型空間及其他類建築,2005年更新版,免評估,0,2021年8月10日,0,標示,鄞埼錩建築師事務所,臺北市,大同區,大同區圓環段三小段558-0地號等5筆,學校類建築,121.51606,25.05633
678,蘭雅公園附建地下停車場新建工程,地下2層，地上1層鋼筋混凝土構造其他類建築,2005年更新版,合格級,1,2021年6月6日,0,標示,鄞埼錩建築師事務所,臺北市,士林區,士林區三玉段四小段152-0地號等7筆,其他類建築,121.529269,25.109559
679,內湖七號公園附建地下停車場新建工程,地下2層，地上1層鋼筋混凝土構造其他類建築,2005年更新版,合格級,1,2021年5月30日,0,標示,鄞埼錩建築師事務所,臺北市,內湖區,內湖區碧湖段四小段1088-2地號等13筆,其他類建築,121.570426,25.084249
680,中華工程松山區寶清段一小段51-3地號集合住宅新建工程,地下4層，地上12層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2021年5月24日,0,標示,張玉樹建築師事務所,臺北市,松山區,松山區寶清段一小段51-3地號,住宿類建築,121.567505,25.056388
691,華南銀行總行世貿大樓新建工程,地下2層，地上27層鋼骨構造辦公廳類建築,2009年版,鑽石級,5,2021年4月14日,0,標示,禾邦建築師事務所,臺北市,信義區,信義區信義段三小段51-0地號等11筆,辦公廳類建築,121.569384,25.034644
692,中央研究院地球科學研究所,地下1層，地上6層鋼筋混凝土構造、鋼骨構造、輕鋼架構造辦公廳類建築,2015年版EEWH-RN,鑽石級,5,2021年4月6日,0,標示,冠呈能源環控有限公司,臺北市,南港區,南港區中南段三小段331-0地號等127筆,辦公廳類建築,121.612324,25.04026
694,臺北市立中山女子高級中學綜合教學大樓新建工程,地下2層，地上7層鋼筋混凝土構造學校類建築,2003年更新版,免評估,0,2021年3月29日,0,標示,大宇建築師事務所,臺北市,中山區,中山區長安段一小段773-0地號等2筆,學校類建築,121.53808,25.049231
695,台北金融大樓(辦公大樓)舊建築改善工程,地下5層，地上101層鋼骨構造金融保險、餐飲、通訊設備等類建築,2012年版EEWH-RN,鑽石級,5,2021年3月28日,0,標示,李祖原聯合建築師事務所,臺北市,信義區,信義區信義段四小段31-0地號等7筆,辦公廳類建築,121.564081,25.034387
697,國防部博愛分案新建工程,地下2層，地上8層鋼骨構造辦公廳類及住宿類建築,2001年更新版,免評估,0,2021年3月24日,0,標示,林智灝建築師事務所,臺北市,中山區,中山區北安段四小段75-0地號等81筆,辦公廳類建築,121.542299,25.081292
699,臺北市玉成國小附建地下停車場新建工程,地下2層，地上2層鋼筋混凝土構造其他類建築,2015年版EEWH-BC,合格級,1,2021年3月15日,0,標示,鄞埼錩建築師事務所,臺北市,南港區,南港區玉成段一小段537-0地號等20筆,其他類建築,121.593405,25.053726
700,玉成公園附建地下停車場新建工程,地下2層，地上2層鋼筋混凝土構造其他類建築,2003年更新版,免評估,0,2021年3月14日,0,標示,鄞埼錩建築師事務所,臺北市,南港區,南港區新光段三小段34-0地號等24筆,其他類建築,121.586557,25.042564
701,臺北市立松山高級工農職業學校-學生活動中心暨附建地下停車場,地下3層，地上6層鋼筋混凝土及鋼骨鋼筋混凝土構造學校及大型空間類建築,2007年更新版,合格級,1,2021年3月8日,0,標示,綠野國際建築師事務所,臺北市,信義區,信義區信義段二小段19-0地號等6筆,學校類建築,121.572985,25.039698
702,國立臺灣大學環境研究大樓新建工程,地下2層，地上5層鋼筋混凝土構造學校類建築,2005年更新版,免評估,0,2021年1月29日,0,標示,金光裕建築師事務所,臺北市,大安區,大安區辛亥段五小段185-0地號等15筆,學校類建築,121.544963,25.012118
703,松山國小校舍擴建暨附建地下停車場新建工程,地下3層，地上4層鋼筋混凝土構造、鋼骨構造學校類建築,2005年更新版,免評估,0,2020年12月28日,0,標示,曹祖明建築師事務所,臺北市,松山區,松山區寶清段六小段225-0地號等2筆,學校類建築,121.578794,25.050729
706,中央研究院學人寄宿舍(2)新建工程,地下3層，地上15層鋼筋混凝土構造住宿類建築,2009年版,黃金級,4,2020年11月16日,0,標示,李安憲建築師事務所,臺北市,南港區,南港區中南段三小段84-0地號,住宿類建築,121.617366,25.0436
707,興益發建設北市中山區中山段一小段第665等1筆地號新建工程,地下5層，地上16層鋼骨構造住宿類建築,2009年版,銀級,3,2020年11月15日,0,標示,梁正芳建築師事務所,臺北市,中山區,中山區中山段一小段665-0地號,住宿類建築,121.523697,25.063212
708,國立政治大學南苑改建學人宿舍新建工程,地下2層，地上9層鋼筋混凝土構造住宿類建築,2009年版,合格級,1,2020年11月12日,0,標示,大宇建築師事務所,臺北市,文山區,文山區政大段四小段226-0地號,住宿類建築,121.573484,24.990271
709,臺北市體育場(田徑場)整建統包工程,地下1層，地上5層鋼筋混凝土構造大型空間類建築,2005年更新版,銀級,3,2020年11月12日,0,標示,謝明諭建築師事務所,臺北市,松山區,松山區美仁段二小段876-0地號等9筆,大型空間類建築,121.55249,25.04861
710,國立陽明大學游泳池拆除重建工程,地上3層鋼筋混凝土構造大型空間類建築,2009年版,合格級,1,2020年11月9日,0,標示,大林聯合建築師事務所,臺北市,北投區,北投區崇仰段三小段227-0地號等77筆,大型空間類建築,121.514515,25.123312
711,潤隆建設文山區政大段一小段90、90-1地號集合住宅新建工程,地下3層，地上5層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2020年11月8日,0,標示,陳廷杰建築師事務所 梁正芳建築師事務所,臺北市,文山區,文山區政大段一小段90-0地號,住宿類建築,121.585169,24.98682
712,國立陽明大學教師宿舍興建工程,地下1層，地上7層鋼筋混凝土構造住宿類建築,2009年版,合格級,1,2020年10月28日,0,標示,亞源建築師事務所,臺北市,北投區,北投區崇仰段三小段277-0地號等75筆,住宿類建築,121.516403,25.118737
714,國泰置地廣場(A3)新建工程,地下5層，地上46層鋼骨及鋼骨鋼筋混凝土構造百貨商場類建築,2009年版,黃金級,4,2020年9月30日,0,標示,三大聯合建築師事務所 大元聯合建築師事務所,臺北市,信義區,信義區信義段四小段2-1地號等2筆,百貨商場類建築,121.567031,25.040895
715,宜華國際股份有限公司大直國際觀光旅館開發案新建工程,地下4層，地上42層鋼骨構造旅館餐飲類建築,2007年更新版,銀級,3,2020年9月14日,0,標示,三門聯合建築師事務所,臺北市,中山區,中山區金泰段29-0地號,旅館餐飲類建築,121.559399,25.080807
