"資料集id","資料集編號","資料集名稱","數位發展部服務分類","數位發展部資料集類型","主題分類","資料集描述","主要欄位說明","資料集提供機關(一級) ","資料集提供機關(二級) ","資料集提供機關","上架時間","更新頻率","計費方式","計費說明網址","資料集語系","資料授權","資料集提供機關聯絡人","資料集提供機關聯絡人電話","資料集提供機關聯絡人電子郵件","備註","資料最後更新時間","資料存取網址","檔案格式","編碼格式","資料量"
"80ca5832-5f43-4983-b70d-fa46fa17b64d","00004027","臺北市公共管線圖資_有線電視系統其他設施","生活安全及品質","原始資料","工務","提供臺北市有線電視系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註","工務局","","工務局","2021-10-27T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:37","/api/dataset/80ca5832-5f43-4983-b70d-fa46fa17b64d/resource/8a8da04a-8b36-40e0-bb46-a8057ed49e3b/download","XML","UTF-8",""
"a2ffb08f-c088-42e6-83a7-053d8b804442","00029574","臺北市公共管線圖資_交通號誌系統管線","生活安全及品質","原始資料","工務","提供臺北市交通號誌系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管線編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:35","/api/dataset/a2ffb08f-c088-42e6-83a7-053d8b804442/resource/13d56cd0-b441-46a7-8fd7-f16c382a18ad/download","XML","UTF-8",""
"050ecdaa-d477-4d1e-a019-639f537a3eb1","00029576","臺北市公共管線圖資_交通號誌系統電桿","生活安全及品質","原始資料","工務","提供臺北市交通號誌系統電桿圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、電桿編號、長度、材質、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:33","/api/dataset/050ecdaa-d477-4d1e-a019-639f537a3eb1/resource/2952f283-0e46-4dc5-b299-63052faa0ee5/download","XML","UTF-8",""
"5818c0cf-6cd1-4ddf-84a8-9aff0196dd73","00004028","臺北市公共管線圖資_交通號誌系統號誌","生活安全及品質","原始資料","工務","提供臺北市交通號誌系統號誌圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。
","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、號誌編號、號誌種類、號誌架設方式、長度、使用狀態、資料狀態、備註","工務局","","工務局","2021-10-27T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:32","/api/dataset/5818c0cf-6cd1-4ddf-84a8-9aff0196dd73/resource/8d3ebc2d-8a7d-4089-8f21-4cc51c70fafe/download","XML","UTF-8",""
"e6e26880-4631-4d98-b226-f8f3d4646739","00004029","臺北市公共管線圖資_交通號誌系統其他設施","生活安全及品質","原始資料","工務","提供臺北市交通號誌系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註","工務局","","工務局","2021-10-27T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:29","/api/dataset/e6e26880-4631-4d98-b226-f8f3d4646739/resource/8b183fa5-61e3-4fc7-8426-ae906e7d64fb/download","XML","UTF-8",""
"69906609-aa2b-4661-9b66-d98c381f6611","00029577","臺北市公共管線圖資_廣播系統管線","生活安全及品質","原始資料","工務","提供臺北市廣播系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管線編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:26","/api/dataset/69906609-aa2b-4661-9b66-d98c381f6611/resource/2cdc0f29-bd76-4de4-9402-27f75ceccf98/download","XML","UTF-8",""
"d9766a89-1ee8-4898-bb15-2cf0427da6b1","00029578","臺北市公共管線圖資_廣播系統其他設施","生活安全及品質","原始資料","工務","提供臺北市廣播系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:23","/api/dataset/d9766a89-1ee8-4898-bb15-2cf0427da6b1/resource/94ac781e-9ead-4497-8f07-5de1a2c58cff/download","XML","UTF-8",""
"60af881d-e490-484e-bb33-ef00a74ec007","00029579","臺北市公共管線圖資_廣播系統場站","生活安全及品質","原始資料","工務","提供臺北市廣播系統場站圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、場站名稱、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:37:21","/api/dataset/60af881d-e490-484e-bb33-ef00a74ec007/resource/c59369af-40eb-4b67-ba32-684bcb824dff/download","XML","UTF-8",""
"7ac8c754-f747-4d09-89c8-f6e64134fcfe","00029580","臺北市公共管線圖資_配電系統管線","生活安全及品質","原始資料","工務","提供臺北市配電系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構；配合資料大小切割為4個檔案，如需應用請全部下載。","geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管道編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構；配合資料大小切割為4個檔案，如需應用請全部下載。","2026-03-16T11:37:04","/api/dataset/7ac8c754-f747-4d09-89c8-f6e64134fcfe/resource/33244c58-14a2-4a72-857f-367ef12661d6/download,/api/dataset/7ac8c754-f747-4d09-89c8-f6e64134fcfe/resource/a4749634-8488-4c5c-a067-45034196bc1c/download,/api/dataset/7ac8c754-f747-4d09-89c8-f6e64134fcfe/resource/c07c21e5-04a7-405d-a874-256089250a9b/download,/api/dataset/7ac8c754-f747-4d09-89c8-f6e64134fcfe/resource/5ce471d3-3eb1-41a4-9e01-3cd67c2e7955/download","XML,XML,XML,XML","UTF-8,UTF-8,UTF-8,UTF-8","0"
"94343c2e-604c-4b98-804e-37b9a6461e46","00004030","臺北市公共管線圖資_配電系統人手孔","生活安全及品質","原始資料","工務","提供臺北市配電系統人手孔圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、人手孔編號、孔蓋種類、尺寸單位、蓋部寬度、蓋部長度、閘門名稱、地盤高、孔深、孔蓋型態、使用狀態、資料狀態、內容物、備註","工務局","","工務局","2021-10-27T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:35","/api/dataset/94343c2e-604c-4b98-804e-37b9a6461e46/resource/7039cd1a-7d6e-4410-8c28-143659b0ca40/download","XML","UTF-8",""
"c21bba2a-9019-4fb4-8f85-ca2449a90044","00004031","臺北市公共管線圖資_配電系統電桿","生活安全及品質","原始資料","工務","提供臺北市配電系統電桿圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、電桿編號、長度、材質、使用狀態、資料狀態、備註","工務局","","工務局","2021-10-27T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:33","/api/dataset/c21bba2a-9019-4fb4-8f85-ca2449a90044/resource/ca07a743-2d62-4cbb-85f0-10880773adf0/download","XML","UTF-8",""
"42599405-e217-4433-aa45-fcc84f99eb89","00004032","臺北市公共管線圖資_配電系統其他設施","生活安全及品質","原始資料","工務","提供臺北市配電系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註","工務局","","工務局","2021-10-27T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:31","/api/dataset/42599405-e217-4433-aa45-fcc84f99eb89/resource/82f3f379-b17c-41ff-aff2-1f3c0d16bb28/download","XML","UTF-8",""
"f042429c-2080-4f68-ada8-037b15901fbb","00029581","臺北市公共管線圖資_配電系統場站","生活安全及品質","原始資料","工務","提供臺北市配電系統場站圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、場站名稱、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:29","/api/dataset/f042429c-2080-4f68-ada8-037b15901fbb/resource/a3ebe64c-25ea-4ddb-8280-350d90a6434f/download","XML","UTF-8",""
"d6000baf-e38f-4e04-b46a-bcecfa3e9f67","00029582","臺北市公共管線圖資_路燈電力系統管線","生活安全及品質","原始資料","工務","提供臺北市路燈電力系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構；配合資料大小切割為2個檔案，如需應用請全部下載。","geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管道編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","提供臺北市路燈電力系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構；配合資料大小切割為2個檔案，如需應用請全部下載。","2026-03-16T11:36:23","/api/dataset/d6000baf-e38f-4e04-b46a-bcecfa3e9f67/resource/fa34ad1c-0430-4e11-9bd5-646caf583639/download,/api/dataset/d6000baf-e38f-4e04-b46a-bcecfa3e9f67/resource/158546eb-6d4b-4c72-88d2-990f9c9f5425/download","XML,XML","UTF-8,UTF-8","0"
"4bef5d6a-ca5d-4ab7-afed-4ea6c24e6d58","00004033","臺北市公共管線圖資_路燈電力系統人手孔","生活安全及品質","原始資料","工務","提供臺北市路燈電力系統人手孔圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、人手孔編號、孔蓋種類、尺寸單位、蓋部寬度、蓋部長度、閘門名稱、地盤高、孔深、孔蓋型態、使用狀態、資料狀態、內容物、備註","工務局","","工務局","2021-10-27T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:22","/api/dataset/4bef5d6a-ca5d-4ab7-afed-4ea6c24e6d58/resource/99b2f1b0-4da6-4985-9f8b-c182b2fb4cf6/download","XML","UTF-8",""
"754ee591-7349-4276-8be5-ac25651cce0b","00029583","臺北市公共管線圖資_路燈電力系統電桿","生活安全及品質","原始資料","工務","提供臺北市路燈電力系統電桿圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、電桿編號、長度、材質、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:17","/api/dataset/754ee591-7349-4276-8be5-ac25651cce0b/resource/4f539d2c-d271-46a4-8f9a-943fa7842ae0/download","XML","UTF-8",""
"c98e8454-4bc1-485d-a4ad-e7a9fe00a8e5","00029584","臺北市公共管線圖資_路燈電力系統開關","生活安全及品質","原始資料","工務","提供臺北市路燈電力系統開關圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、開關閥編號、閥類編號、口徑、名稱、地盤高、埋設深度、開關閥型態、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:16","/api/dataset/c98e8454-4bc1-485d-a4ad-e7a9fe00a8e5/resource/f9dfe406-aa85-4eff-90d5-02cccc728869/download","XML","UTF-8",""
"e3108d23-7f62-4f1f-af5e-ac930739ca42","00029585","臺北市公共管線圖資_路燈電力系統其他設施","生活安全及品質","原始資料","工務","提供臺北市路燈電力系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。","geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註","工務局","","工務局","2022-08-01T00:00:00","不定期更新","免費","","中文","公開","林暉峰","02-89788900#8205","cz_sctcsc@gov.taipei","管線圖資僅供參考，確切圖資仍請洽詢相關管線機構。","2026-03-16T11:36:15","/api/dataset/e3108d23-7f62-4f1f-af5e-ac930739ca42/resource/8b90992b-39a5-415d-a3c4-51de103c9b25/download","XML","UTF-8",""
